"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"ATAD3C","ATAD3C",-4.52500408449031,1.05339511030595,6.45704362793965e-33,4.97676575271833e-31,"down",32.1899662792114
"OVCH2","OVCH2",-6.92542457818333,-1.21127575725146,6.46071010494874e-33,4.97676575271833e-31,"down",32.189719745517
"CDC25C","CDC25C",4.70944084257955,3.66907020490034,6.52016525052067e-33,5.00024228434374e-31,"up",32.1857413971393
"ATP6V1FNB","ATP6V1FNB",-3.28040866388299,1.32631485186255,7.00206476464727e-33,5.34604546522074e-31,"down",32.1547738766046
"SLC26A9","SLC26A9",-5.04027083440531,-2.05655188097879,7.57083458779673e-33,5.7548348375521e-31,"down",32.1208562424423
"PPARA","PPARA",-2.984495037533,3.82244353747581,7.80259247851694e-33,5.90498829898289e-31,"down",32.107761075252
"RAB25","RAB25",-6.18600804907215,2.90893618992259,9.68509398486938e-33,7.29765487811883e-31,"down",32.0138961604986
"PLCB1","PLCB1",-3.72409876800169,2.93955759067749,1.24389195023826e-32,9.33189373972227e-31,"down",31.9052173426784
"GNL3","GNL3",2.57939210398259,7.16291094123342,2.15385111368278e-32,1.60886151370547e-30,"up",31.6667843208806
"CXCL14","CXCL14",-6.65738141145622,6.11806826822485,2.8632789846584e-32,2.12956374483969e-30,"down",31.5431363342715
"ESAM","ESAM",-3.02538363180731,4.98911712203857,2.99822426710207e-32,2.22035878664576e-30,"down",31.5231358850561
"AFAP1L2","AFAP1L2",-4.00241368637046,3.76029313261177,3.42706084637693e-32,2.52709123522367e-30,"down",31.4650781847411
"SLC4A11","SLC4A11",-3.8498016430739,3.26365363887927,3.64344058397947e-32,2.67521562879003e-30,"down",31.4384883084118
"INPP5J","INPP5J",-5.0922432009696,2.75094453397798,4.44288928358426e-32,3.24839214356976e-30,"down",31.3523345092051
"C4orf19","C4orf19",-4.72316089897662,0.852339623636186,5.23931947837585e-32,3.80024012728591e-30,"down",31.2807251187375
"CDCA5","CDCA5",4.07249313141579,5.06540488058088,5.24171052039435e-32,3.80024012728591e-30,"up",31.2805269671488
"ACKR2","ACKR2",-3.42088515274681,0.740445855876508,5.98928114713138e-32,4.32406051019883e-30,"down",31.2226252999093
"IGFALS","IGFALS",-4.73849579958403,-1.13523809826419,6.33252626437946e-32,4.55282252882781e-30,"down",31.1984230002818
"IYD","IYD",-7.27770819424876,-0.440559213281292,8.07089488823686e-32,5.77855980483514e-30,"down",31.0930783087133
"ANLN","ANLN",4.34641441182802,6.18745996888483,8.68195876808762e-32,6.19038010509719e-30,"up",31.0613822810215
"KLHDC7A","KLHDC7A",-7.07190297294996,1.79033083773875,9.93338189180912e-32,7.0535187054801e-30,"down",31.0029028676273
"STARD8","STARD8",-3.63140337885065,3.22759068960164,1.05482353860716e-31,7.45941809781419e-30,"down",30.9768201873986
"MACC1","MACC1",-5.40552036863482,2.2927446321303,1.33081406261396e-31,9.37273332669548e-30,"down",30.8758826186212
"TICRR","TICRR",4.51555850862209,4.37212212757258,1.41808019256505e-31,9.94673728565446e-30,"up",30.8482992090657
"FAAH","FAAH",-3.63901587137076,1.97602219347127,1.64203897038368e-31,1.14710050339961e-29,"down",30.784616540017
"PRR15L","PRR15L",-6.72185446679485,1.50830692513331,1.97437825729109e-31,1.37370551732088e-29,"down",30.7045696402595
"PFKFB3","PFKFB3",-3.39922001358419,5.93779177398082,2.00196064768323e-31,1.38730244882627e-29,"down",30.6985444636509
"WDHD1","WDHD1",2.94270470353249,4.99243600048891,2.53101047345895e-31,1.74690342878137e-29,"up",30.5967060577038
"CDH16","CDH16",-10.4037867423102,7.00782050603842,3.91062067681779e-31,2.68835696328649e-29,"down",30.4077543077897
"TMEM37","TMEM37",-4.65054909971628,4.28986136007893,4.4018622033307e-31,3.0140528697806e-29,"down",30.3563635568008
"KCNJ1","KCNJ1",-9.64698336264529,4.45177147588384,5.08581148933222e-31,3.46860384381136e-29,"down",30.2936397414195
"SLC9A3R2","SLC9A3R2",-2.97084204168871,4.98473261766175,5.74928319165015e-31,3.90566462487887e-29,"down",30.2403862988437
"RNF144B","RNF144B",-3.54208280866648,3.58781930250779,6.70273170615566e-31,4.52720276417319e-29,"down",30.173748163997
"SCIN","SCIN",-5.19113464656077,4.52805576132418,6.71668448350238e-31,4.52720276417319e-29,"down",30.1728450522212
"USP2","USP2",-4.30748903405632,3.94003196809205,6.80343720987243e-31,4.56783303721202e-29,"down",30.1672716190389
"SEMA4D","SEMA4D",-2.86637266215158,4.46415823548943,7.39130478660442e-31,4.94329318189377e-29,"down",30.1312788888578
"POLQ","POLQ",4.08800839313536,3.61419590466577,8.73880678105651e-31,5.82193478792008e-29,"up",30.0585478629926
"SLC39A5","SLC39A5",-5.79731861318028,0.148815646681129,9.3446529860303e-31,6.20161489515203e-29,"down",30.0294368215244
"TNK1","TNK1",-3.15529435503132,1.35908418992404,1.00975928235984e-30,6.67563081115674e-29,"down",29.9957821458241
"CPEB4","CPEB4",-2.70811925809593,4.44411246965631,1.09184428284471e-30,7.19075309178835e-29,"down",29.9618392956272
"ASPM","ASPM",4.84264644817046,5.49960005921247,1.18916116261619e-30,7.80189196233547e-29,"up",29.9247592830669
"NDC80","NDC80",3.90642090119745,5.0960537493633,1.23154493925948e-30,8.04935906322814e-29,"up",29.909549736065
"AKR7A3","AKR7A3",-3.66273099061966,1.01395870218766,1.34675178158537e-30,8.7691328268889e-29,"down",29.870712441264
"IRF6","IRF6",-5.94604452779237,2.35555713531765,1.88187504665503e-30,1.22074262894859e-28,"down",29.7254092163762
"FAM83F","FAM83F",-5.6106699946628,0.63036640842676,1.95154152250938e-30,1.26119284535204e-28,"down",29.7096222038986
"USHBP1","USHBP1",-2.87137607038191,0.572176687222074,2.24622276838194e-30,1.44621544285188e-28,"down",29.6485471749306
"HMMR","HMMR",3.84984620071259,5.34092504928244,2.46636053768651e-30,1.58204650846769e-28,"up",29.6079434370336
"HIPK2","HIPK2",-2.83099664067558,6.22487490548362,2.65184179175344e-30,1.69472333765577e-28,"down",29.5764523893992
"KIF15","KIF15",4.40514215542982,4.89276587799469,2.71912863092161e-30,1.73131234415323e-28,"up",29.5655702472201
"FHDC1","FHDC1",-3.51445973109951,1.10388802716783,2.76721485390017e-30,1.75545192294292e-28,"down",29.5579571197746
"NEIL3","NEIL3",4.40206728996,2.76134838660498,2.82448233962672e-30,1.78521768389227e-28,"up",29.5490611363911
"FOXI1","FOXI1",-10.3413340078841,2.73060984775648,3.17068399869674e-30,1.99672089042016e-28,"down",29.4988470391022
"TRABD2B","TRABD2B",-4.27515298366506,2.68032000019995,3.19859312710102e-30,2.0069717966592e-28,"down",29.4950410002701
"TSPAN1","TSPAN1",-6.85412151983885,4.95062612903583,3.51637586615296e-30,2.19837194095903e-28,"down",29.4539047092889
"DEPDC1","DEPDC1",5.29352953932085,5.48539252543155,3.77495530225281e-30,2.3515109653564e-28,"up",29.4230881863129
"TTC22","TTC22",-5.76354764228715,1.07233415708572,3.88411908419902e-30,2.41080844596597e-28,"down",29.4107074634145
"SLC15A2","SLC15A2",-3.79089759821562,2.17940613021101,4.198219760877e-30,2.59642587720188e-28,"down",29.3769348314901
"CDC20","CDC20",4.59146299022632,6.30595073512665,5.2149267334039e-30,3.21369859946015e-28,"up",29.2827517887719
"CX3CL1","CX3CL1",-3.99698496419885,4.39476006205634,5.64593229581849e-30,3.46692390620456e-28,"down",29.2482643340759
"DIO1","DIO1",-4.86734282201378,-0.606126964495683,6.53119229903661e-30,3.9963022382935e-28,"down",29.1850075290426
"SKA1","SKA1",4.30300643031619,3.73120247923115,6.94404129545498e-30,4.23390221035603e-28,"up",29.158387705122
"FZD6","FZD6",-4.09105715678335,3.07601330851033,6.98349666512513e-30,4.24296601960331e-28,"down",29.155927069909
"IL17RB","IL17RB",-2.81310118453774,2.05277898558296,1.120056954646e-29,6.78125710611115e-28,"down",28.9507598929909
"PRR11","PRR11",4.40695389843084,5.67639485072566,1.16684514346021e-29,7.03982970293915e-28,"up",28.9329867770337
"CDC45","CDC45",4.22881451614266,4.20223748499894,1.57131031973157e-29,9.44702423936176e-28,"up",28.8037380372145
"ADTRP","ADTRP",-4.74539771644806,0.170216479334814,1.5961150175877e-29,9.56283494044297e-28,"down",28.7969358161784
"SLC14A2","SLC14A2",-7.50760326747298,2.47472292731829,1.84499542158401e-29,1.1015707958281e-27,"down",28.7340047072194
"PKHD1","PKHD1",-7.62051330165644,3.58657009331602,2.37993484251725e-29,1.41606123129776e-27,"down",28.6234349328269
"EPHA1","EPHA1",-4.3241420337575,0.852644719635438,2.55913131754159e-29,1.51745054584812e-27,"down",28.5919074284464
"PTPRB","PTPRB",-3.52049221895731,4.13763249704114,3.23699327626361e-29,1.91281914321673e-27,"down",28.4898582026934
"PLK4","PLK4",2.98309563451208,4.33022622366165,3.38710139394045e-29,1.99469059905947e-27,"up",28.4701718024195
"TROAP","TROAP",4.45172764350496,5.18572213423989,4.66315771299323e-29,2.73682946726865e-27,"up",28.3313198959921
"CENPI","CENPI",4.02465654468509,3.04346164015204,5.21694331846469e-29,3.05146972746129e-27,"up",28.2825838818154
"PBK","PBK",4.13841101081024,5.00748473506086,5.77180128905159e-29,3.36460916360085e-27,"up",28.2386886291645
"SLC17A3","SLC17A3",-7.96536970770692,-0.00822165654380995,6.32176963810488e-29,3.67279916180134e-27,"down",28.1991613336661
"SLC23A1","SLC23A1",-3.46604547660768,-0.628647635212856,6.37657129838306e-29,3.6922059648859e-27,"down",28.1954127799714
"TIE1","TIE1",-2.89580166638059,3.96630449690607,7.63245487618411e-29,4.40461568189153e-27,"down",28.1173357546129
"HNF1B","HNF1B",-7.23002595688357,4.47672495879432,7.97994511408296e-29,4.58979843145005e-27,"down",28.0980000957085
"CDC6","CDC6",3.94945001966681,4.90418604819982,1.01526530790007e-28,5.82006740458992e-27,"up",27.993420453612
"ANXA9","ANXA9",-3.47550305514907,2.82064103568924,1.04731720595451e-28,5.98392661878976e-27,"down",27.9799217615576
"PGM5","PGM5",-4.46444187645875,1.76928864627393,1.09640414116493e-28,6.24371401181547e-27,"down",27.9600293327808
"C1orf116","C1orf116",-6.40338654166639,1.62317538123562,1.11349493901177e-28,6.32018262258161e-27,"down",27.9533117525538
"LZTS3","LZTS3",-3.47854594212893,3.59539348094044,1.17266206168297e-28,6.63419143420971e-27,"down",27.930827125047
"USH1C","USH1C",-6.7512369548918,1.496249185355,1.25147830308618e-28,7.05694709795818e-27,"down",27.9025766753659
"SERINC2","SERINC2",-4.52739069410713,5.6108835219747,1.49033355839213e-28,8.37645131923654e-27,"down",27.8267165192678
"KNSTRN","KNSTRN",2.88820759515492,5.24342408846652,1.64149801790708e-28,9.1961195775931e-27,"up",27.7847596373407
"SLC49A3","SLC49A3",-3.10768191491777,1.29608910676751,1.71465502323507e-28,9.57487780774146e-27,"down",27.765823243887
"CXXC5","CXXC5",-3.73164041420831,4.95585262811201,1.86488501952273e-28,1.03801906489886e-26,"down",27.729347939687
"SOX6","SOX6",-4.70042949508881,2.34340700703871,1.96040032888271e-28,1.08767548793798e-26,"down",27.7076552333008
"AFF1","AFF1",-2.87014664514527,5.4463143894592,2.09940296293734e-28,1.16106404248345e-26,"down",27.6779041942029
"MTARC2","MTARC2",-4.41689187404469,2.67201337947107,2.27416831339374e-28,1.25369885775108e-26,"down",27.6431773959046
"ESRP2","ESRP2",-4.82588921979136,2.08038592230955,2.76765242723429e-28,1.52088670802317e-26,"down",27.5578884512139
"CASR","CASR",-7.79365188924886,3.42449928764477,3.22443936984198e-28,1.76627623259122e-26,"down",27.491545784827
"CCNB2","CCNB2",4.28177129559698,6.05109968002944,3.54061951551676e-28,1.93333511836208e-26,"up",27.4509207411859
"AP1M2","AP1M2",-6.26258740713482,2.8202525019843,3.82869383509668e-28,2.084041391943e-26,"down",27.4169493610078
"GALNT15","GALNT15",-4.25617794712534,1.33544307572815,4.18951643546222e-28,2.27327377653775e-26,"down",27.3778361015038
"PIGQ","PIGQ",-2.05154792207478,5.27317136830868,4.40351859940041e-28,2.38190324240295e-26,"down",27.3562001649618
"C1QTNF7","C1QTNF7",-4.81052508630534,-0.15117480947958,4.47802342411243e-28,2.41463419322063e-26,"down",27.3489136389981
"NEURL3","NEURL3",-5.42318870967504,1.07712048234905,6.3828179908489e-28,3.43101322218373e-26,"down",27.1949875395114
"TMCO4","TMCO4",-2.72240582006982,3.23115212692032,7.23021751650693e-28,3.87445351699774e-26,"down",27.140848637035
"ST6GAL1","ST6GAL1",-3.71663595376641,5.70455983565884,8.10798356407021e-28,4.33137016712172e-26,"down",27.0910871403491
"PPARGC1A","PPARGC1A",-6.4004874325845,3.62562180197611,8.79935969546858e-28,4.68620220818859e-26,"down",27.0555489290819
"TNFSF15","TNFSF15",-3.89570784438099,1.46740040437992,9.24048739890804e-28,4.90598800209717e-26,"down",27.0343051208715
"GLYAT","GLYAT",-8.68171673087218,1.18369204964237,1.04748421742678e-27,5.54427612628808e-26,"down",26.9798525118806
"KLRG2","KLRG2",-5.11291247594161,0.137895356798715,1.10830871543282e-27,5.84827733479919e-26,"down",26.9553392515802
"SULT1A2","SULT1A2",-3.52876866075222,-1.10923177670999,1.12095762915871e-27,5.89698899119927e-26,"down",26.9504108029004
"HPN","HPN",-6.93087407114508,3.50876485902628,1.24048404037918e-27,6.505942892627e-26,"down",26.9064088188322
"SDR42E1","SDR42E1",-5.53400720476305,0.48390416536676,1.28369202467725e-27,6.71215329872907e-26,"down",26.8915391569731
"CACFD1","CACFD1",-2.41433646412665,3.72005679427452,1.31126987410764e-27,6.83563796910193e-26,"down",26.8823079164153
"PRC1","PRC1",3.18330071338844,5.95367589160075,1.34661858493258e-27,6.99876616958182e-26,"up",26.8707553960481
"NTN4","NTN4",-5.27779822865784,5.22467620608366,1.40478296093609e-27,7.27913813542107e-26,"down",26.8523907691033
"AUH","AUH",-1.90670437822731,3.73304729837329,1.63271454833234e-27,8.43487710523191e-26,"not",26.7870897374437
"DMRT2","DMRT2",-6.76023665890432,1.59425719909754,1.81841154855827e-27,9.36617649861878e-26,"down",26.7403078191115
"PIP5K1B","PIP5K1B",-4.08973208875407,0.337432705718148,1.88360296288844e-27,9.67308604900001e-26,"down",26.7250106350879
"KNL1","KNL1",3.5459172907851,5.13035591631735,2.71722100191795e-27,1.39126553080398e-25,"up",26.5658750373237
"SRARP","SRARP",-6.01228183142888,-2.17758963192076,3.04440452280803e-27,1.55417751600747e-25,"down",26.5164976415365
"RAD51","RAD51",3.68919399132129,3.88452436240126,3.20038037293196e-27,1.6289841691723e-25,"up",26.494798401665
"CCDC9B","CCDC9B",-3.97167592281119,0.798707141544862,4.11107658078637e-27,2.08637136474908e-25,"down",26.3860444331435
"CPXM2","CPXM2",-4.6297737130302,1.89633920833891,4.23744981309615e-27,2.14419931158282e-25,"down",26.3728954323935
"ERCC6L","ERCC6L",4.02338391505754,2.97418480393131,4.68289543258101e-27,2.36267136518086e-25,"up",26.3294855397537
"PRSS8","PRSS8",-6.13001521764036,3.66600335766528,4.73617439054226e-27,2.3825856883034e-25,"down",26.324572314846
"CLDN10","CLDN10",-5.35855027383653,3.50462207379789,4.89940684980713e-27,2.45753677887855e-25,"down",26.309856494961
"IVNS1ABP","IVNS1ABP",-2.38973958726609,6.9266457994301,5.03788789577623e-27,2.51967407656866e-25,"down",26.2977515007497
"DDR1","DDR1",-2.88178149126471,5.86718210154945,5.93732806938173e-27,2.96094207621912e-25,"down",26.2264089532997
"RHEX","RHEX",-5.65715307723566,0.613249914811056,5.96952409629492e-27,2.9684189706504e-25,"down",26.2240602904102
"EPS8L2","EPS8L2",-4.4930777152556,4.7906366678014,6.34918669130854e-27,3.14813840110715e-25,"down",26.1972819027551
"HOGA1","HOGA1",-5.88276510537393,1.75998639426744,6.50222720181156e-27,3.21478310507904e-25,"down",26.1869378593909
"NR0B2","NR0B2",-8.74464237163679,1.56970118823394,6.7074084474352e-27,3.30675236458556e-25,"down",26.1734452465047
"MAD2L1","MAD2L1",3.87433056715144,5.98434196928751,8.5599952796342e-27,4.20805465954667e-25,"up",26.0675264748123
"WDR91","WDR91",-2.14117367142159,3.57186541277121,9.50656371101107e-27,4.66010672822432e-25,"down",26.021976436904
"NUPR2","NUPR2",-5.9646270406653,0.0519630460704139,9.96475956596506e-27,4.87087609945402e-25,"down",26.0015331756824
"CRIM1","CRIM1",-3.74386395288785,5.16573902690129,1.02932602815274e-26,5.01723746208348e-25,"down",25.9874470452557
"EXO1","EXO1",4.56841273878092,4.25193330092975,1.12223051825539e-26,5.4546725612667e-25,"up",25.9499179251445
"PLEK2","PLEK2",-3.63061750374319,0.524543525576832,1.23469852390091e-26,5.98447276121074e-25,"down",25.9084390710597
"PTGER3","PTGER3",-6.40874011831539,4.69054598743819,1.24903625475254e-26,6.03700856463725e-25,"down",25.9034249555326
"CENPA","CENPA",4.88042892653808,4.39011960558386,1.29098908481454e-26,6.22235102192036e-25,"up",25.8890774296351
"RHBG","RHBG",-7.10968136548605,1.22023991622313,1.470837133193e-26,7.06944142987332e-25,"down",25.8324354143367
"ATP6V0A4","ATP6V0A4",-7.88089905289526,3.6116838177144,1.50018491841559e-26,7.19046965757251e-25,"down",25.8238552048792
"BSND","BSND",-8.6843664422772,1.84230352941335,1.9062347730933e-26,9.11137978108721e-25,"down",25.7198236124176
"EPS8L1","EPS8L1",-3.31562448353056,3.22493967606978,2.19908969686446e-26,1.04821250606067e-24,"down",25.6577570561968
"BRIP1","BRIP1",4.17286945903192,4.20849938789883,2.27756767513554e-26,1.08262893207889e-24,"up",25.6425287096343
"AXDND1","AXDND1",-3.49595901754845,-1.82355546644217,2.36519505312573e-26,1.1211934242221e-24,"down",25.6261330380115
"ARMC7","ARMC7",-2.0567597932242,3.71867775756549,2.4384065351437e-26,1.15273163736725e-24,"down",25.6128938863916
"DEFB1","DEFB1",-7.63867989066624,5.75783237792013,3.22144135282982e-26,1.51874236456499e-24,"down",25.4919497706887
"FANCI","FANCI",2.93427142195069,5.3835340964637,3.36966281645053e-26,1.58429242228485e-24,"up",25.472413554405
"MAGIX","MAGIX",-3.16691863335151,1.09254253747707,3.51799890914763e-26,1.64953997764517e-24,"down",25.4537042995435
"ARHGEF38","ARHGEF38",-3.73816628108995,0.817675045085205,3.94212532759024e-26,1.84339762947343e-24,"down",25.4042695727974
"FOLR1","FOLR1",-6.8537237876979,2.94241007630655,4.75132121626499e-26,2.21578506990953e-24,"down",25.3231856078179
"PDZD3","PDZD3",-5.51027941394118,-2.27311466835677,5.08784107865664e-26,2.36632608658276e-24,"down",25.2934664625602
"LLGL2","LLGL2",-4.90581025415352,4.13155376568493,5.2319018039664e-26,2.42678671041506e-24,"down",25.2813404157533
"AURKB","AURKB",4.67024527129799,5.14172000153382,7.17596534079351e-26,3.31960541435367e-24,"up",25.1441196675585
"CDHR5","CDHR5",-5.03140042757637,0.955946342899307,7.33969887254284e-26,3.38627016165045e-24,"down",25.1343217576147
"NPAP1","NPAP1",-6.82402134633513,-1.42121510299391,7.92593302656179e-26,3.64698598328863e-24,"down",25.1009496017366
"PHACTR1","PHACTR1",-3.68817503455459,2.83573753530231,1.06780228367856e-25,4.90024691618979e-24,"down",24.9715091546638
"CENPH","CENPH",3.13958589533967,4.62405602501261,1.09136907945199e-25,4.99511232518412e-24,"up",24.9620283547618
"ACSS1","ACSS1",-4.05121875645658,3.47935581534774,1.30808516492468e-25,5.97116653988764e-24,"down",24.8833639796717
"ENPEP","ENPEP",-3.99774663432845,4.30011997296797,1.38767333237121e-25,6.31775813985888e-24,"down",24.8577127576894
"PPP1R1A","PPP1R1A",-4.29423264167139,4.00536096593188,1.39327213046022e-25,6.32655542397134e-24,"down",24.8559640499689
"RRAGD","RRAGD",-3.31408282125315,3.59726876784528,1.47655025158244e-25,6.68710619187795e-24,"down",24.8307517680598
"DDIAS","DDIAS",3.55391739253416,3.65073936682726,1.53559122361401e-25,6.93628967629838e-24,"up",24.8137243786769
