"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"TTC26","TTC26",0.557783460116443,3.75138493581376,0.0214238563749817,0.0437514140748963,"not",1.66910235182208
"LAT2","LAT2",1.11160144412975,2.53932959041762,0.0214256417810996,0.0437514140748963,"not",1.6690661604052
"TTYH3","TTYH3",0.729321464576482,7.37967002259008,0.0214616904376777,0.0438198400783491,"not",1.66833607366355
"GNPDA2","GNPDA2",0.574227291571894,4.88158369491232,0.0214704369577875,0.0438325117968082,"not",1.66815911688537
"ALDOA","ALDOA",0.713106606312294,10.4693864158041,0.0214763715607918,0.043839440586947,"not",1.66803909095365
"FXYD6","FXYD6",-1.08378523810093,5.00991377656154,0.0214898109023684,0.043861685251995,"not",1.66776740602644
"RCBTB1","RCBTB1",0.621373561424969,5.39079758657053,0.0214959385367263,0.0438690028919234,"not",1.66764358835004
"RAMAC","RAMAC",0.6116069693987,3.45153504040691,0.0215014178582454,0.0438749958779594,"not",1.66753290065607
"NRIP3","NRIP3",3.57171694770756,4.05310871543385,0.0215138370307817,0.0438951469748301,"up",1.66728212551752
"SLC39A6","SLC39A6",0.567871748885642,6.50643385352863,0.0215346345374998,0.0439323857820476,"not",1.66686249421454
"GTF2B","GTF2B",0.435236730026836,4.8098193462534,0.021559167016865,0.043977234528432,"not",1.66636802302925
"EDF1","EDF1",0.526959238961407,7.81970505244398,0.0215995912140854,0.0440544853899579,"not",1.66555446806883
"TTYH2","TTYH2",1.29173944533552,3.9010385018684,0.0216174743886488,0.0440857487975576,"not",1.6651950468834
"BEX1","BEX1",3.26588554357576,4.91704419225854,0.021661041719878,0.0441693777920699,"up",1.66432066117719
"CYP3A7","CYP3A7",-1.38171140256851,-1.54201180606248,0.0216787816702827,0.0442003282193937,"not",1.66396512844089
"IVD","IVD",-0.770826803112111,5.61697409640557,0.0216867365903364,0.0442065274698032,"not",1.66380579549339
"PHYKPL","PHYKPL",-0.384319679308366,4.82311263058316,0.0216889723737259,0.0442065274698032,"not",1.66376102442623
"LTN1","LTN1",0.594770920085457,5.48464352543874,0.0216895080590758,0.0442065274698032,"not",1.66375029813111
"KLHL20","KLHL20",0.453900821182769,4.30578130596679,0.021698482189864,0.0442195949198186,"not",1.66357064401418
"SECISBP2L","SECISBP2L",-0.556917772917081,5.46925582759348,0.0217639315107332,0.0443477371537201,"not",1.66226264945229
"AC233723.1","AC233723.1",1.38015448513564,0.93069372836094,0.0217669826978305,0.0443487172571809,"not",1.66220176795022
"FAM153B","FAM153B",-1.76182479910678,-1.98873403921665,0.0218027170056117,0.0444162788585396,"not",1.66148938222025
"CRYGD","CRYGD",9.61456331127127,0.300294207307905,0.021810607843022,0.0444271087629967,"up",1.66133223083616
"GOLM2","GOLM2",0.42890278189339,7.13474587285107,0.0218399147852464,0.0444815544876565,"not",1.66074906048971
"CASC3","CASC3",0.393053300882969,7.04033460329946,0.0218552738038615,0.0445075828497144,"not",1.66044374827928
"FCER2","FCER2",2.1352964349988,-0.410690285004101,0.021867496198329,0.0445268058207123,"up",1.66020094030481
"PRKD1","PRKD1",-1.688839671992,3.38805389454396,0.0218698742005527,0.0445268058207123,"not",1.6601537150951
"PLCG1","PLCG1",0.918765078071209,6.25841367284453,0.0218880336594822,0.0445585206222705,"not",1.65979325210014
"NIPBL","NIPBL",0.463639456343152,6.33593531397668,0.0218957023603137,0.0445672228854861,"not",1.6596411191489
"NKX2-3","NKX2-3",4.8187537971533,-1.46225015180543,0.0218974741016025,0.0445672228854861,"up",1.65960597863032
"ZNF329","ZNF329",0.57075978402924,4.28402752717005,0.0219037995453329,0.0445748391502204,"not",1.65948054367841
"MBLAC1","MBLAC1",-0.625871357595407,1.43509894067897,0.0219358626812892,0.0446348243591562,"not",1.65884528123368
"METTL4","METTL4",0.491879161342809,3.92273545782483,0.0219498966465665,0.0446581142125346,"not",1.65856752033901
"ICE1","ICE1",0.595449860556456,5.55410911385044,0.021960941955254,0.0446749442536912,"not",1.65834903593435
"TEX261","TEX261",-0.379029474697388,6.30579566186002,0.0219633469779231,0.0446749442536912,"not",1.65830147736936
"GPR141","GPR141",3.61207853374498,0.137274559173596,0.0219974579208174,0.0447390542696492,"up",1.65762750439371
"VPS4A","VPS4A",0.40577895650988,6.23570501304883,0.0220508851012498,0.0448424304563424,"not",1.65657397368485
"AL513165.2","AL513165.2",1.57925091485497,-2.9833623789087,0.0220704036869728,0.044876834270412,"not",1.65618972314005
"METTL21A","METTL21A",0.705691960682398,4.47126864062458,0.0220900264584021,0.0449114417980121,"not",1.6558037639506
"GPR137C","GPR137C",1.30443562370108,2.78499851996681,0.0221291417712424,0.0449856669725245,"not",1.65503542887623
"CBLN3","CBLN3",0.844728411846885,2.58270447776725,0.0221414015082978,0.0450052871982187,"not",1.65479489257853
"TBXT","TBXT",5.68810634959232,-3.26192883351774,0.0221734828561614,0.0450651880663209,"up",1.65416608557686
"SOX8","SOX8",2.59847703136468,3.17636309061436,0.0221842871247829,0.0450809422139307,"up",1.65395452244652
"RORA","RORA",-1.10031226432341,3.96626098448543,0.0221864596511561,0.0450809422139307,"not",1.65391199369571
"STK36","STK36",-0.514651900215958,4.79789236839287,0.0222080547476586,0.0451195083799423,"not",1.65348948059408
"TAFA5","TAFA5",1.76715933814619,3.21828074302582,0.0222923062981521,0.0452853479131875,"not",1.65184499833235
"STOML1","STOML1",-0.631085750226869,2.80875960207752,0.0223119677820334,0.0453199533936416,"not",1.65146212585276
"PAFAH2","PAFAH2",-0.677432003477829,4.1108930035056,0.022388913006234,0.0454708914692287,"not",1.64996699113977
"COL6A3","COL6A3",2.5837388194278,10.3317254115328,0.0224377115896182,0.0455646361632179,"up",1.64902143862266
"TPST2","TPST2",-0.802150948579238,5.30842169130357,0.0224421906502143,0.045568368989109,"not",1.64893475254669
"UTP3","UTP3",0.599602645626512,4.93681686257931,0.0224725351966215,0.0456246140507947,"not",1.64834793070521
"PIK3R3","PIK3R3",0.828918110972245,5.84339348493116,0.0224785170798151,0.0456313896720247,"not",1.64823234280477
"GLYR1","GLYR1",-0.32140541782826,6.47557122043124,0.0224946074024459,0.0456586814173866,"not",1.64792158215786
"ALKBH3","ALKBH3",0.490813604886373,4.11615000592945,0.022508099652951,0.0456806938969266,"not",1.647661170707
"NOS3","NOS3",-0.882892071669296,3.98881921264609,0.022522509601081,0.045704563467794,"not",1.64738321927465
"PLXNC1","PLXNC1",1.90015922270964,4.62444340481049,0.0225330959433025,0.0457206691558895,"not",1.64717913412079
"RAB7B","RAB7B",1.26965557080909,2.1735003376201,0.0225506236162353,0.0457508536740905,"not",1.64684144361551
"STX4","STX4",0.509457901549967,4.99798144450725,0.022572426021406,0.0457897026803856,"not",1.64642176165382
"PROKR1","PROKR1",3.41265085398204,-0.574259021779892,0.022600894945048,0.0458420644500767,"up",1.64587436341894
"ZBTB39","ZBTB39",0.584006701195935,3.82663079459808,0.0226126690272539,0.0458605552497962,"not",1.64564817381574
"PAX1","PAX1",3.26257046082874,-1.11056498824492,0.0226742059886674,0.045976269251359,"up",1.64446791224044
"CAMK1D","CAMK1D",2.31957079488075,6.17680654863902,0.0226750536846749,0.045976269251359,"up",1.64445167604602
"NT5DC1","NT5DC1",-1.10286529471485,4.17765450514357,0.0226867871231658,0.0459944081846036,"not",1.644227004048
"PCDHB1","PCDHB1",-1.1985189860274,-1.2861014980337,0.0226904112349986,0.0459944081846036,"not",1.64415763300567
"SSTR2","SSTR2",3.02273783542143,5.95064733881787,0.0226919963416708,0.0459944081846036,"up",1.64412729512286
"NAA16","NAA16",0.595888236674285,4.31806275914643,0.0227280623133242,0.0460573267434514,"not",1.64343758858221
"ZNF749","ZNF749",0.913921044769912,2.49988164969273,0.0227283765413207,0.0460573267434514,"not",1.64343158426298
"AKNAD1","AKNAD1",3.58756209129334,1.55462552183944,0.022788027979537,0.0461727833239679,"up",1.64229325598071
"PI4KB","PI4KB",0.512865592174462,6.25055509212051,0.0227913616498738,0.0461741159174089,"not",1.64222972750233
"HMOX1","HMOX1",1.1235247343008,5.63642000875239,0.0227982834998233,0.0461827168102197,"not",1.6420978501319
"PLEKHG7","PLEKHG7",-2.05188349989368,-2.01914998336969,0.0228399124561338,0.0462603919683858,"down",1.64130556504488
"KCTD10","KCTD10",-0.47497640069981,5.53666043846288,0.0228427814314485,0.0462603919683858,"not",1.64125101571587
"DZIP1L","DZIP1L",-0.787789127617791,2.29268796671568,0.0228446711076567,0.0462603919683858,"not",1.64121509005555
"KLHL18","KLHL18",0.517302687144628,4.35652280010165,0.0228605290851076,0.0462870722088161,"not",1.64091372249351
"EPHA6","EPHA6",4.60003572842841,0.81665903288961,0.0228750382213763,0.0463110154299951,"up",1.64063817160823
"MYPN","MYPN",5.76668384880612,1.04810135129465,0.0228838408561396,0.046323401451512,"up",1.64047108116248
"CDK11B","CDK11B",0.824712118371455,5.40670019681128,0.0229162323862776,0.0463835295982664,"not",1.63985678235687
"EMILIN1","EMILIN1",2.10860631161849,8.16232869928898,0.0229242098321592,0.0463942341841318,"up",1.63970562496861
"CYP2E1","CYP2E1",3.45257243073233,2.85262066447687,0.0229355407454807,0.0464117222426727,"up",1.63949101615943
"ZCCHC4","ZCCHC4",0.416096494775776,3.17129120657102,0.0229391083944714,0.0464134985162527,"not",1.63942346642108
"KLRC2","KLRC2",4.36675400107697,-1.14681361699601,0.0229465906796352,0.0464231940646154,"up",1.63928183121651
"MRPS35","MRPS35",0.599055704017621,6.37332661544384,0.0229529421422372,0.0464305998434118,"not",1.63916163804643
"HES1","HES1",-1.0121284097678,6.16749093800202,0.0229632030254247,0.0464429849219198,"not",1.63896753442533
"PIGX","PIGX",0.51524107412896,5.16441748902611,0.0229644478327337,0.0464429849219198,"not",1.63894399248772
"BBS9","BBS9",0.774299651563021,4.74896385684851,0.0229708475679455,0.0464504833921129,"not",1.63882298010794
"SPRTN","SPRTN",0.490726398841952,3.60793175819812,0.0229860780610057,0.0464758351233482,"not",1.63853512276134
"B3GAT3","B3GAT3",0.556550347670465,5.60558783443876,0.023007100528038,0.0465128904055414,"not",1.6381381098849
"SEMA4F","SEMA4F",1.22504726619561,4.34285270909905,0.0230125807107464,0.0465185192319505,"not",1.63803467530834
"PRRC2A","PRRC2A",0.481498105546903,8.65077040975354,0.023018960376204,0.0465259647758464,"not",1.63791429465382
"CCL8","CCL8",1.85860318663321,1.80435175403105,0.0230309381739196,0.0465447222055497,"not",1.63768837052654
"FUCA2","FUCA2",1.15197260240514,6.85692201172472,0.0230521060744045,0.0465820459437698,"not",1.63728939067742
"PDE4B","PDE4B",1.87081862608143,5.36434292135372,0.0230579503743531,0.0465883997317872,"not",1.63717929984573
"WNT16","WNT16",4.71482776313117,1.23810804382116,0.0230707097593426,0.0466087222687574,"up",1.63693904441153
"TIFAB","TIFAB",2.87307043686848,-0.538954039764148,0.0230960414246836,0.0466544362892667,"up",1.63646245018313
"ABRA","ABRA",7.3796156357562,4.01145388923071,0.0231011270269694,0.0466592469683199,"up",1.63636683181115
"LENG9","LENG9",1.27004783251011,2.03197164461831,0.0231203482070932,0.0466926039692642,"not",1.63600562945218
"HCFC2","HCFC2",0.656138193504074,4.18006024860095,0.0231336745505863,0.0467140496630037,"not",1.63575537845743
"XPC","XPC",0.540974867193018,5.40345119356046,0.0231405973306343,0.0467225610741979,"not",1.63562543475116
"EN1","EN1",6.88911540732459,2.12930404850686,0.0231489028755003,0.0467338620705227,"up",1.63546958721221
"PTGDR2","PTGDR2",1.4760425538361,-1.58400784823798,0.0231591577415648,0.0467490953241344,"not",1.63527723919513
"HECTD3","HECTD3",-0.419523413331165,5.59240143085518,0.0232165047843932,0.0468593742022113,"not",1.63420316216456
"TMEM170A","TMEM170A",0.52013747144399,5.25497963452429,0.0232673452469213,0.0469564961679096,"not",1.63325316593478
"SMC5","SMC5",0.611328630929196,5.15975393279051,0.0234004313700868,0.0472195583312884,"not",1.6307761366103
"AVL9","AVL9",0.510543188407584,5.35139548559325,0.0234721661308936,0.0473587729874379,"not",1.6294468296479
"OLFM2","OLFM2",1.67109850484037,6.41146682175774,0.0234837765573513,0.0473766590081955,"not",1.62923206048527
"CCDC73","CCDC73",2.66582857940994,2.00735803751561,0.0235010761803794,0.0474060170087031,"up",1.62891224970704
"ZSCAN2","ZSCAN2",0.826834660979891,3.47563618676611,0.0235097139750658,0.0474178976785225,"not",1.62875265457588
"SIGLEC12","SIGLEC12",2.43768520875482,0.362701134284562,0.0235202897484346,0.0474336839187984,"up",1.62855733245257
"ZSCAN4","ZSCAN4",4.08030692652514,-0.282667747807244,0.0235291797178701,0.0474460670833059,"up",1.6283932130795
"CHST2","CHST2",-1.27339010938817,3.84835757137386,0.023537584189374,0.0474574684724992,"not",1.62823811358536
"CCDC151","CCDC151",-0.961478436463625,1.65063859613022,0.0235738019811988,0.0475249390332498,"not",1.62757036884196
"PITRM1","PITRM1",0.697803595832574,6.15704156107304,0.0235895579324885,0.0475511474445198,"not",1.62728019770193
"RPP14","RPP14",0.422478272711508,4.72086033162484,0.0236193840170338,0.0476057085870713,"not",1.62673143278057
"CDC14A","CDC14A",-0.539649196387478,3.39307496675089,0.0236411685312377,0.0476440508066465,"not",1.62633106103417
"FABP7","FABP7",6.80126300011664,2.258684796563,0.0236732419697525,0.0476942525509155,"up",1.62574226284991
"MFAP1","MFAP1",0.386988463511414,5.50259866418576,0.0236752729377193,0.0476942525509155,"not",1.62570500558078
"RAB3GAP2","RAB3GAP2",0.610485612726496,6.04318707287054,0.0236761798634147,0.0476942525509155,"not",1.62568836943545
"FSIP2","FSIP2",-1.29576364373878,0.276455794151987,0.0236771351695823,0.0476942525509155,"not",1.62567084651454
"SARNP","SARNP",0.898523420926234,2.51594681117172,0.0237071493237964,0.0477491375723248,"not",1.62512066480612
"KIF17","KIF17",-0.859099660204092,1.69789155927711,0.0237305432574252,0.0477906773934257,"not",1.62469231947329
"NSRP1","NSRP1",1.00900194639669,6.23214456255655,0.0237808056470368,0.0478840425972453,"not",1.62377343642315
"FAM205C","FAM205C",1.86742833338467,-3.08020544260775,0.0237824540746677,0.0478840425972453,"not",1.62374333322886
"MYO9B","MYO9B",0.525922336148053,6.13758523587961,0.023790408684135,0.0478944699387176,"not",1.62359809735995
"LSM11","LSM11",1.11046428224398,3.79065984750856,0.0238408846744628,0.0479904882242015,"not",1.62267763307153
"ETS2","ETS2",-1.25376865768173,5.7726959201749,0.0238478378626106,0.0479988851416477,"not",1.62255098965963
"SMARCD2","SMARCD2",0.639606434117537,6.12577491475469,0.0238720888632045,0.0480420915948909,"not",1.62210957755496
"RTL10","RTL10",0.587739384524256,4.35439204062535,0.0238871025377688,0.0480667002086532,"not",1.62183652618873
"IQCA1","IQCA1",-1.25016119666985,3.14219305078647,0.0239097669347217,0.048101763648215,"not",1.6214246572367
"CDX1","CDX1",-1.71525188025829,-3.08999615250093,0.0239101029736737,0.048101763648215,"not",1.62141855350355
"ABCC2","ABCC2",-1.24600452043234,0.323236728382044,0.0239154542160231,0.0481069203191278,"not",1.6213213663438
"PCDHA4","PCDHA4",1.96812435709611,2.20363100934223,0.0239199735954757,0.048110402656479,"not",1.6212393040877
"MFSD9","MFSD9",-0.666972653313495,2.61948985176557,0.0239403082787068,0.0481456899008259,"not",1.62087026149522
"IL10RA","IL10RA",1.48275049567964,3.92810992987906,0.0240391167149839,0.0483364573833534,"not",1.61908149394284
"POU3F2","POU3F2",6.03501473067907,3.26932242660471,0.0240414577836405,0.0483364573833534,"up",1.61903920188578
"SPTBN1","SPTBN1",-0.850174811054504,8.21815630439757,0.0240435707749245,0.0483364573833534,"not",1.61900103364576
"CDKN1B","CDKN1B",0.868974712952855,5.85709528220387,0.0240525079541303,0.0483487913267147,"not",1.61883963305927
"TUG1","TUG1",0.431153685014824,7.86381351339909,0.0240603829516283,0.0483589875166391,"not",1.61869746459154
"EXOC3","EXOC3",-0.427563461538264,5.22478336194569,0.0241169484610893,0.048467033041707,"not",1.61767764472219
"ECHDC1","ECHDC1",0.468752206303766,6.06133079533265,0.024123369653106,0.0484742917624717,"not",1.61756202822605
"HEXIM2","HEXIM2",-0.688556501545864,1.19635761314812,0.0241411454759744,0.0485043625044177,"not",1.61724212686119
"NECAP1","NECAP1",0.4517811191614,5.04257027690644,0.0241538825682724,0.0485243036110771,"not",1.61701304949018
"C19orf57","C19orf57",0.981835494561687,1.2717958081053,0.024170968861778,0.0485529764505215,"not",1.61670594111528
"IFITM10","IFITM10",-1.01500984318667,2.25483993499066,0.0241807100724258,0.0485668900360502,"not",1.61653095012502
"TRAPPC2","TRAPPC2",0.643685724483224,4.73309177704,0.0241977544985936,0.0485954671640168,"not",1.61622493377648
"PRCP","PRCP",-0.601467337804605,6.83947871843687,0.0242138708522938,0.0486221740435622,"not",1.61593577828177
"CDH23","CDH23",1.32493691048422,2.35364627483782,0.0242305506654811,0.0486478532603958,"not",1.61563671593834
"ZNF280D","ZNF280D",0.387971756200485,5.62772734256416,0.0242322978135672,0.0486478532603958,"not",1.61560540218783
"FUOM","FUOM",1.08069045111814,3.81345232523503,0.024288808635579,0.0487556297122983,"not",1.61459378678742
"HCST","HCST",1.80196680214692,3.33659861165907,0.024320419663857,0.0488134048272482,"not",1.61402893531522
"DAPK3","DAPK3",0.952520690549302,4.86370031780664,0.0243417845714792,0.0488506039521835,"not",1.61364758546769
"TMED9","TMED9",1.0190731301721,6.68818129112665,0.0243756894048687,0.0489129573998149,"not",1.61304309253214
"DAPK2","DAPK2",-1.34478204741214,1.56245794635281,0.0244094118918357,0.0489749304876308,"not",1.61244268413084
"UTF1","UTF1",3.53829109611153,-0.573808605013562,0.0244201157527719,0.0489907100702335,"up",1.6122522818051
"NTN5","NTN5",1.40718196387976,1.13692637040169,0.0244385302483359,0.0490219529685,"not",1.61192491644221
"KCNU1","KCNU1",6.8844202260086,-1.18280726042087,0.0244445086316706,0.0490282455468414,"up",1.61181868823033
"MMP1","MMP1",4.42462136300978,6.05686311825658,0.0244537424941306,0.049041065404024,"up",1.61165466536782
"TMEM150B","TMEM150B",1.28563340932103,-0.0840299712586179,0.0244711899268783,0.0490703523751638,"not",1.61134491229461
"SV2C","SV2C",5.18206570619725,2.19654962684344,0.0245110467900673,0.0491445633700456,"up",1.61063814099426
"PSMB6","PSMB6",0.607012075106591,6.81584043756701,0.0245237438178947,0.0491643080722404,"not",1.6104132292866
"NRN1","NRN1",3.49819762576336,6.37797538990453,0.0245312812109762,0.0491737055408219,"up",1.61027976902449
"MAST3","MAST3",0.710522716381407,4.91079597180055,0.0245565803439127,0.0492187006428405,"not",1.60983211151993
"LRRIQ4","LRRIQ4",2.95706502766537,-1.03717146740374,0.024571219930012,0.0492423228678695,"up",1.60957328081255
"CARTPT","CARTPT",11.2656224609416,6.28909951955387,0.024577242453141,0.0492486724571999,"up",1.60946684620815
"GPX1","GPX1",0.783448217512816,8.22216900361891,0.0245811281704864,0.0492507392686649,"not",1.60939818870045
"LRRC1","LRRC1",-0.790414294813771,3.66771796513114,0.0246158520224956,0.0493114659115328,"not",1.60878512750185
"DUSP14","DUSP14",0.877827435953249,4.48220765850561,0.0246171525564731,0.0493114659115328,"not",1.60876218294525
"BRAT1","BRAT1",0.521216439463391,5.78167281954855,0.0246225939211542,0.0493166405234492,"not",1.60866619729002
"EPHA3","EPHA3",3.30913940675059,4.21199916991804,0.0246430565627172,0.0493518965865466,"up",1.60830542613447
"PSME2","PSME2",0.87029406955239,7.18871606278157,0.0246499071007212,0.0493598870863344,"not",1.60818471312996
"PPP1R14A","PPP1R14A",1.65778597429224,5.83135238115528,0.024669051643613,0.0493924908459669,"not",1.60784754584315
"SMKR1","SMKR1",1.54149040751793,1.98195967620495,0.024688520664222,0.049425736635474,"not",1.60750493220712
"PHF10","PHF10",1.26849146481747,7.01715176068691,0.0247063835866191,0.0494557597200828,"not",1.60719082009035
"ZNF222","ZNF222",0.624658767880328,1.6237245801632,0.0247625222793646,0.0495623850980671,"not",1.6062051207093
"MEGF11","MEGF11",-1.34588771206129,3.3722527632297,0.0248499053556936,0.0497315143716646,"not",1.60467526099819
"SLC30A7","SLC30A7",0.521469000711998,5.81509391095503,0.0248944828254382,0.0498149485275352,"not",1.60389689161754
"GALT","GALT",-0.894816850049423,3.80265452365641,0.0249545763098211,0.0499294079575561,"not",1.60284979938507
"PCDHA7","PCDHA7",1.90634801289695,-0.276567242552014,0.0249596357583477,0.0499337408707583,"not",1.60276175670171
"BCL7A","BCL7A",-0.540058955346458,5.62082217702674,0.0249660774577419,0.0499408377618057,"not",1.60264968641423
"ARPC4-TTLL3","ARPC4-TTLL3",1.00158622047336,-0.903992519020977,0.0249927412998954,0.0499883796371502,"not",1.60218610617349
"ZNF500","ZNF500",0.447699412951635,4.24501035833223,0.0250200085579981,0.0500371172540864,"not",1.60171254609381
"GALP","GALP",6.7205505727542,-0.64578675735476,0.0250316464347023,0.0500545902457746,"up",1.60151058411171
"FANCF","FANCF",0.638435119433445,4.55141996720099,0.0250396161279582,0.0500647249464564,"not",1.6013723334004
"GTF3C1","GTF3C1",0.518532948494914,6.95142170859215,0.0250447204645165,0.0500691289091914,"not",1.60128381130509
"TNFRSF14","TNFRSF14",-0.951954034727264,4.225059864187,0.0250654462125787,0.0501047583871692,"not",1.60092455971497
"SLC18A1","SLC18A1",3.60584691591406,-1.86825625961115,0.0250719943356685,0.0501120424258033,"up",1.60081111899244
"POMT1","POMT1",-0.495700716853631,4.55095712981807,0.0250915762023901,0.0501453726398241,"not",1.60047205632192
"CRTAC1","CRTAC1",2.70214436802167,3.77603513967739,0.025108538246438,0.0501734600396396,"up",1.60017857004234
"DCK","DCK",0.55267324469787,5.2419510418317,0.0251572162544902,0.0502645800285923,"not",1.5993374169708
"TBC1D20","TBC1D20",0.398986163414247,5.69538696282444,0.0251599639354942,0.0502645800285923,"not",1.59928998574772
"STRIP2","STRIP2",-0.891383370180339,1.24778257112011,0.025163420594899,0.0502656659371361,"not",1.59923032330165
"IQSEC1","IQSEC1",-0.511125879651891,5.54055716600478,0.0252590518595814,0.0504492278102328,"not",1.59758295543865
"VAX1","VAX1",5.72161341195269,-0.0123892705097632,0.0252611607232924,0.0504492278102328,"up",1.59754669795569
"SLC10A4","SLC10A4",2.94796033803485,0.975765775736925,0.0252771161734735,0.0504710293449332,"up",1.59727247553951
"COL8A2","COL8A2",-1.06323792454551,1.42007894605578,0.0252779273021682,0.0504710293449332,"not",1.59725853949309
"GAS1","GAS1",2.52765445770082,7.21967671140446,0.0253603561475603,0.0506297518600201,"up",1.59584465174322
"CCDC170","CCDC170",-0.984547024068683,0.581860403761162,0.0253782054164694,0.0506595250417839,"not",1.59553909166922
"OSBPL8","OSBPL8",0.744421854993261,6.61455661404545,0.025384874109799,0.0506669754499227,"not",1.59542498603346
"FUNDC1","FUNDC1",0.636103153658897,4.70642342984635,0.0254305099000852,0.050752191571359,"not",1.59464493181905
"TNFAIP8L2","TNFAIP8L2",1.39880423128252,1.91979435140663,0.0254501797267126,0.0507855731680845,"not",1.59430914637068
"RBM33","RBM33",0.442727844887327,5.52526307626072,0.0254904283346933,0.0508600070438406,"not",1.59362286669508
"CHRAC1","CHRAC1",0.496717166471259,5.92407262747848,0.0255341383942665,0.0509413294014416,"not",1.59287879208409
"DENND4A","DENND4A",0.775168110545151,5.6258400111627,0.0255584516840718,0.0509839403247005,"not",1.59246545902033
"TRIM61","TRIM61",-1.40624499250622,-2.99977064766009,0.025615177088837,0.051091189535069,"not",1.59150263731101
"DNM1L","DNM1L",0.37990535708098,6.65214556798414,0.0256255061262135,0.0511058839814856,"not",1.59132754815469
"FAM20A","FAM20A",-1.14519759121352,4.71544213069257,0.0256350528357662,0.0511190149868423,"not",1.59116578310917
"TBC1D3D","TBC1D3D",6.83746889217819,-2.30765497179677,0.0256408437538712,0.0511246543763633,"up",1.59106768774834
"TMPRSS9","TMPRSS9",1.4723480040451,-0.248425385156266,0.0256739621680249,0.0511847737965649,"not",1.59050710308842
"AGPS","AGPS",1.50030579246114,6.75007054042152,0.0257138607126207,0.0512583949394952,"not",1.58983271292108
"CCR1","CCR1",1.17630967000531,2.94222896035719,0.0257295546520242,0.0512837548250754,"not",1.58956773084532
"HOXA9","HOXA9",-1.34162577890971,3.97351320257022,0.0257530943508471,0.0513247450940016,"not",1.5891705810399
"USP18","USP18",1.3376611355888,3.38598065487873,0.0257573541481163,0.0513273063662948,"not",1.58909875070232
"FRG2B","FRG2B",6.22025248617048,-2.81888569373163,0.0257769744864195,0.0513604728363935,"up",1.5887680583155
"RGPD2","RGPD2",-1.39287686361002,-1.38965410746856,0.0257826403154636,0.051365830578839,"not",1.58867261003457
"DCC","DCC",4.26976740155344,2.00226393400401,0.0258167853108832,0.0514279185568332,"up",1.58809783676607
"NCBP3","NCBP3",0.367868664742498,5.89519983449809,0.0258374933305085,0.0514605096637684,"not",1.58774962247007
"SLC16A13","SLC16A13",-0.792511769622791,2.06479354705131,0.0258391107346792,0.0514605096637684,"not",1.58772243687151
"HNRNPDL","HNRNPDL",0.402723964606891,8.24505978014641,0.0258514306180739,0.0514748155098303,"not",1.58751541804999
"WNK3","WNK3",0.722535558805803,3.9714934567345,0.0258522602844503,0.0514748155098303,"not",1.5875014801851
"RGS13","RGS13",4.9712037596165,1.40798207809488,0.0258734462291401,0.0515110551152431,"up",1.58714572131751
"KCNK2","KCNK2",5.05325006590301,3.6146583829902,0.0258767367685743,0.0515116627759287,"up",1.58709049202022
"C19orf47","C19orf47",0.389428580943271,4.235361576906,0.0258991570769889,0.0515503466793683,"not",1.58671437038861
"GPR155","GPR155",-0.779915373271143,3.90648162460428,0.0259062527556238,0.0515585226410944,"not",1.58659540157413
"PCDHB15","PCDHB15",-1.1437261618577,1.92827502172017,0.0259172396792652,0.0515744401644241,"not",1.58641125495808
"ACAN","ACAN",2.06376771162467,3.53583069835871,0.0259485853254628,0.0516249173923803,"up",1.58588631419674
"TRAPPC5","TRAPPC5",0.687811015021668,4.08249103970317,0.0259485893100037,0.0516249173923803,"not",1.58588624750856
"ZFAND2A","ZFAND2A",0.808707187524013,3.68150428064196,0.0259932054903849,0.0517077197067779,"not",1.58514015986245
"HOXD10","HOXD10",-1.68980451760209,3.77117554989636,0.025997699011863,0.0517106969970832,"not",1.58506508859351
"CDC26","CDC26",0.790661497157979,3.16623761182644,0.0260058768195336,0.0517210009821407,"not",1.58492849887952
"H4C15","H4C15",-1.05448162559906,-2.68186090153117,0.0260508965457976,0.051800152432107,"not",1.58417732579277
"SRSF4","SRSF4",0.466848614635783,6.68774862108872,0.0260538434685053,0.051800152432107,"not",1.58412820042446
"CCDC88C","CCDC88C",-0.920073459009522,4.13641617934996,0.0260546811334834,0.051800152432107,"not",1.58411423751607
"FYCO1","FYCO1",-0.591991486665646,4.95218490826089,0.0260579846091662,0.0518007516625764,"not",1.58405917676484
"RNF227","RNF227",0.77287054337217,2.92440163883389,0.026085744368025,0.0518440166621007,"not",1.58359676598346
"FEZF2","FEZF2",7.69301673364895,-1.54304270741289,0.0260857579055554,0.0518440166621007,"up",1.58359654060084
"DOCK6","DOCK6",-0.589306670024043,5.6212649233892,0.0261051183077527,0.0518765192214986,"not",1.58327433423692
"NARS2","NARS2",0.895061123235837,4.99215999219763,0.0261162159143799,0.051892596223241,"not",1.58308974954697
"FAM160B2","FAM160B2",-0.444153448912103,5.15399727969405,0.026123967494029,0.0519020217742625,"not",1.58296086530221
"MS4A6A","MS4A6A",1.36299566838909,5.38714998866644,0.0261591545239937,0.0519659465014404,"not",1.58237629672001
"MTMR12","MTMR12",-0.460371478671155,5.15156920299162,0.0261835993901615,0.0520080209805677,"not",1.58197065236753
"HAL","HAL",-1.27314272241052,-2.26029452667894,0.0261863625777556,0.0520080209805677,"not",1.58192482315244
